pregunta;descripcionpregunta;valorpregunta;descripcionvalorpregunta
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05861;VENECIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05873;VIGIA DEL FUERTE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05885;YALI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05887;YARUMAL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05890;YOLOMBO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05893;YONDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;05895;ZARAGOZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08001;BARRANQUILLA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08078;BARANOA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08137;CAMPO DE LA CRUZ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08141;CANDELARIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08296;GALAPA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08372;JUAN DE ACOSTA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08421;LURUACO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08433;MALAMBO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08436;MANATI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08520;PALMAR DE VARELA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08549;PIOJO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08558;POLONUEVO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08560;PONEDERA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08573;PUERTO COLOMBIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08606;REPELON
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08634;SABANAGRANDE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08638;SABANALARGA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08675;SANTA LUCIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08685;SANTO TOMAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08758;SOLEDAD
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08770;SUAN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08832;TUBARA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;08849;USIACURI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;11001;BOGOTÁ
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13001;CARTAGENA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13006;ACHI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13030;ALTOS DEL ROSARIO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13042;ARENAL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13052;ARJONA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13062;ARROYOHONDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13074;BARRANCO DE LOBA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13140;CALAMAR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13160;CANTAGALLO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13188;CICUCO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13212;CORDOBA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13222;CLEMENCIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13244;EL CARMEN DE BOLIVAR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13248;EL GUAMO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13268;EL PEÑÓN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13300;HATILLO DE LOBA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13430;MAGANGUE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13433;MAHATES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13440;MARGARITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13442;MARIA LA BAJA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13458;MONTECRISTO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13468;MOMPOS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13473;MORALES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13549;PINILLOS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13580;REGIDOR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13600;RÍO VIEJO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13620;SAN CRISTOBAL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13647;SAN ESTANISLAO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13650;SAN FERNANDO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13654;SAN JACINTO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13655;SAN JACINTO DEL CAUCA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13657;SAN JUAN NEPOMUCENO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13667;SAN MARTIN DE LOBA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13670;SAN PABLO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13673;SANTA CATALINA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13683;SANTA ROSA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13688;SANTA ROSA DEL SUR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13744;SIMITI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13760;SOPLAVIENTO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13780;TALAIGUA NUEVO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13810;TIQUISIO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13836;TURBACO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13838;TURBANA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13873;VILLANUEVA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;13894;ZAMBRANO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15001;TUNJA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15022;ALMEIDA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15047;AQUITANIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15051;ARCABUCO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15087;BELEN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15090;BERBEO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15092;BETEITIVA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15097;BOAVITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15104;BOYACA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15106;BRICEÑO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15109;BUENAVISTA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15114;BUSBANZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15131;CALDAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15135;CAMPOHERMOSO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15162;CERINZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15172;CHINAVITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15176;CHIQUINQUIRA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15180;CHISCAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15183;CHITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15185;CHITARAQUE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15187;CHIVATA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15189;CIENEGA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15204;COMBITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15212;COPER
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15215;CORRALES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15218;COVARACHIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15223;CUBARA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15224;CUCAITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15226;CUITIVA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15232;CHIQUIZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15236;CHIVOR
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15238;DUITAMA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15244;EL COCUY
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15248;EL ESPINO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15272;FIRAVITOBA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15276;FLORESTA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15293;GACHANTIVA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15296;GAMEZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15299;GARAGOA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15317;GUACAMAYAS
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15322;GUATEQUE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15325;GUAYATA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15332;GÜICÁN
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15362;IZA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15367;JENESANO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15368;JERICO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15377;LABRANZAGRANDE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15380;LA CAPILLA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15401;LA VICTORIA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15403;LA UVITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15407;VILLA DE LEYVA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15425;MACANAL
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15442;MARIPI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15455;MIRAFLORES
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15464;MONGUA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15466;MONGUI
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15469;MONIQUIRA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15476;MOTAVITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15480;MUZO
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15491;NOBSA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15494;NUEVO COLON
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15500;OICATA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15507;OTANCHE
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15511;PACHAVITA
P_82_2;¿En dónde está ubicada la empresa donde realiza su empleo principal? Municipio;15514;PAEZ
